iter	Passed	Remaining
201	26	1272
202	26	1271
203	26	1269
204	26	1270
205	26	1270
206	26	1269
207	26	1268
208	27	1268
209	27	1267
210	27	1265
211	27	1264
212	27	1261
213	27	1259
214	27	1257
215	27	1256
216	27	1254
217	27	1254
218	28	1254
219	28	1252
220	28	1251
221	28	1251
222	28	1249
223	28	1249
224	28	1247
225	28	1247
226	29	1248
227	29	1250
228	29	1249
229	29	1249
230	29	1250
231	29	1248
232	29	1247
233	29	1245
234	29	1244
235	30	1243
236	30	1242
237	30	1240
238	30	1238
239	30	1236
240	30	1234
241	30	1232
242	30	1232
243	30	1230
244	30	1229
245	30	1227
246	31	1225
247	31	1227
248	31	1225
249	31	1223
250	31	1223
251	31	1222
252	31	1222
253	31	1221
254	31	1220
255	32	1219
256	32	1221
257	32	1220
258	32	1218
259	32	1217
260	32	1215
261	32	1213
262	32	1212
263	32	1210
264	32	1210
265	33	1208
266	33	1207
267	33	1205
268	33	1203
269	33	1203
270	33	1201
271	33	1201
272	33	1201
273	33	1199
274	33	1197
275	33	1195
276	34	1195
277	34	1195
278	34	1193
279	34	1192
280	34	1192
281	34	1190
282	34	1189
283	34	1188
284	34	1187
285	34	1185
286	35	1184
287	35	1184
288	35	1184
289	35	1183
290	35	1183
291	35	1182
292	35	1181
293	35	1179
294	35	1178
295	35	1178
296	36	1177
297	36	1177
298	36	1176
299	36	1175
300	36	1174
301	36	1173
302	36	1173
303	36	1173
304	36	1172
305	37	1172
306	37	1171
307	37	1170
308	37	1169
309	37	1168
310	37	1167
311	37	1166
312	37	1165
313	37	1164
314	37	1163
315	37	1162
316	38	1160
317	38	1159
318	38	1159
319	38	1158
320	38	1157
321	38	1156
322	38	1155
323	38	1153
324	38	1153
325	38	1154
326	39	1153
327	39	1152
328	39	1152
329	39	1151
330	39	1149
331	39	1149
332	39	1148
333	39	1148
334	39	1147
335	39	1148
336	39	1146
337	40	1146
338	40	1146
339	40	1145
340	40	1144
341	40	1143
342	40	1143
343	40	1143
344	40	1142
345	40	1142
346	41	1143
347	41	1143
348	41	1142
349	41	1141
350	41	1141
351	41	1140
352	41	1140
353	41	1140
354	41	1140
355	42	1158
356	42	1158
357	42	1157
358	43	1156
359	43	1155
360	43	1154
361	43	1153
362	43	1153
363	43	1152
364	43	1151
365	43	1150
366	43	1149
367	43	1148
368	43	1147
369	44	1147
370	44	1146
371	44	1146
372	44	1146
373	44	1145
374	44	1146
375	44	1146
376	44	1145
377	44	1144
378	45	1144
379	45	1143
380	45	1142
381	45	1141
382	45	1140
383	45	1140
384	45	1139
385	45	1138
386	45	1138
387	45	1139
388	46	1139
389	46	1138
390	46	1137
391	46	1136
392	46	1136
393	46	1135
394	46	1137
395	46	1136
396	46	1135
397	47	1135
398	47	1134
399	47	1134
400	47	1133
401	47	1132
402	47	1132
403	47	1131
404	47	1131
405	47	1131
406	47	1131
407	48	1131
408	48	1130
409	48	1130
410	48	1129
411	48	1128
412	48	1128
413	48	1127
414	48	1128
415	48	1128
416	49	1127
417	49	1127
418	49	1127
419	49	1127
420	49	1126
421	49	1126
422	49	1126
423	49	1125
424	49	1125
425	50	1124
426	50	1124
427	50	1123
428	50	1122
429	50	1121
430	50	1121
431	50	1121
432	50	1120
433	50	1120
434	50	1120
435	51	1119
436	51	1119
437	51	1118
438	51	1117
439	51	1117
440	51	1116
441	51	1117
442	51	1116
443	51	1116
444	51	1116
445	52	1115
446	52	1115
447	52	1114
448	52	1113
449	52	1113
450	52	1113
451	52	1112
452	52	1114
453	52	1113
454	53	1114
455	53	1114
456	53	1113
457	53	1114
458	53	1113
459	53	1112
460	53	1112
461	53	1112
462	53	1112
463	54	1111
464	54	1112
465	54	1112
466	54	1112
467	54	1112
468	54	1113
469	54	1113
470	55	1113
471	55	1114
472	55	1113
473	55	1112
474	55	1112
475	55	1112
476	55	1112
477	55	1112
478	55	1112
479	56	1112
480	56	1112
481	56	1112
482	56	1112
483	56	1111
484	56	1111
485	56	1111
486	56	1112
487	57	1111
488	57	1112
489	57	1112
490	57	1112
491	57	1112
492	57	1112
493	57	1111
494	57	1111
495	58	1112
496	58	1112
497	58	1112
498	58	1111
499	58	1111
500	58	1111
501	58	1111
502	58	1110
503	58	1110
504	59	1110
505	59	1111
506	59	1111
507	59	1110
508	59	1110
509	59	1110
510	59	1109
511	59	1109
512	60	1110
513	60	1109
514	60	1110
515	60	1110
516	60	1109
517	60	1109
518	60	1109
519	60	1109
520	61	1110
521	61	1109
522	61	1109
523	61	1108
524	61	1108
525	61	1107
526	61	1108
527	61	1107
528	61	1107
529	62	1107
530	62	1108
531	62	1107
532	62	1107
533	62	1107
534	62	1106
535	62	1107
536	62	1106
537	62	1106
538	63	1106
539	63	1106
540	63	1106
541	63	1106
542	63	1105
543	63	1106
544	63	1105
545	63	1104
546	63	1104
547	64	1104
548	64	1104
549	64	1104
550	64	1104
551	64	1104
552	64	1103
553	64	1104
554	64	1104
555	65	1104
556	65	1104
557	65	1104
558	65	1104
559	65	1104
560	65	1104
561	65	1104
562	65	1104
563	65	1103
564	66	1104
565	66	1103
566	66	1104
567	66	1103
568	66	1104
569	66	1104
570	66	1103
571	67	1104
572	67	1104
573	67	1104
574	67	1104
575	67	1104
576	67	1104
577	67	1103
578	67	1103
579	67	1103
580	68	1103
581	68	1104
582	68	1103
583	68	1102
584	68	1102
585	68	1101
586	68	1101
587	68	1101
588	68	1100
589	69	1101
590	69	1101
591	69	1100
592	69	1101
593	69	1101
594	69	1101
595	69	1101
596	70	1102
597	70	1102
598	70	1102
599	70	1102
600	70	1102
601	70	1102
602	70	1101
603	70	1102
604	70	1101
605	71	1101
606	71	1101
607	71	1101
608	71	1101
609	71	1101
610	71	1101
611	71	1101
612	71	1100
613	71	1100
614	72	1100
615	72	1099
616	72	1099
617	72	1098
618	72	1098
619	72	1098
620	72	1098
621	72	1097
622	72	1097
623	73	1097
624	73	1097
625	73	1097
626	73	1097
627	73	1097
628	73	1096
629	73	1097
630	73	1098
631	74	1097
632	74	1097
633	74	1097
634	74	1097
635	74	1096
636	74	1096
637	74	1096
638	74	1096
639	74	1095
640	74	1094
641	75	1094
642	75	1094
643	75	1093
644	75	1093
645	75	1093
646	75	1092
647	75	1092
648	75	1092
649	75	1092
650	76	1092
651	76	1092
652	76	1092
653	76	1091
654	76	1091
655	76	1092
656	76	1092
657	76	1092
658	77	1092
659	77	1092
660	77	1091
661	77	1091
662	77	1091
663	77	1091
664	77	1091
665	77	1091
666	78	1091
667	78	1091
668	78	1091
669	78	1090
670	79	1098
671	79	1098
672	79	1098
673	79	1098
674	79	1098
675	79	1098
676	79	1097
677	79	1097
678	79	1097
679	80	1097
680	80	1097
681	80	1096
682	80	1096
683	80	1095
684	80	1095
685	80	1094
686	80	1094
687	80	1094
688	80	1094
689	81	1094
690	81	1094
691	81	1095
692	81	1095
693	81	1096
694	81	1095
695	81	1095
696	82	1096
697	82	1095
698	82	1095
699	82	1095
700	82	1095
701	82	1094
702	82	1094
703	82	1094
704	82	1093
705	83	1093
706	83	1092
707	83	1092
708	83	1092
709	83	1091
710	83	1091
711	83	1091
712	83	1091
713	83	1091
714	83	1090
715	84	1090
716	84	1090
717	84	1089
718	84	1089
719	84	1089
720	84	1089
721	84	1089
722	84	1089
723	84	1088
724	85	1088
725	85	1088
726	85	1087
727	85	1087
728	85	1087
729	85	1087
730	85	1086
731	85	1086
732	85	1086
733	86	1086
734	86	1086
735	86	1087
736	86	1086
737	86	1086
738	86	1086
739	86	1085
740	86	1086
741	87	1086
742	87	1086
743	87	1086
744	87	1086
745	87	1085
746	87	1085
747	87	1085
748	87	1085
749	88	1085
750	88	1085
751	88	1085
752	88	1085
753	88	1085
754	88	1085
755	88	1085
756	88	1085
757	89	1085
758	89	1085
759	89	1084
760	89	1084
761	89	1084
762	89	1083
763	89	1083
764	89	1083
765	89	1083
766	90	1083
767	90	1083
768	90	1082
769	90	1082
770	90	1082
771	90	1082
772	90	1081
773	90	1082
774	90	1082
775	91	1082
776	91	1081
777	91	1081
778	91	1081
779	91	1081
780	91	1081
781	91	1081
782	91	1080
783	91	1080
784	92	1080
785	92	1080
786	92	1080
787	92	1080
788	92	1080
789	92	1080
790	92	1080
791	92	1080
792	93	1080
793	93	1080
794	93	1080
795	93	1080
796	93	1080
797	93	1079
798	93	1079
799	93	1079
800	94	1079
801	94	1079
802	94	1079
803	94	1079
804	94	1079
805	94	1079
806	94	1079
807	94	1079
808	95	1079
809	95	1080
810	95	1079
811	95	1079
812	95	1079
813	95	1079
814	95	1079
815	95	1079
816	96	1079
817	96	1079
818	96	1079
819	96	1078
820	96	1078
821	96	1078
822	96	1078
823	96	1077
824	96	1077
825	97	1077
826	97	1078
827	97	1078
828	97	1077
829	97	1078
830	97	1077
831	97	1077
832	97	1077
833	98	1077
834	98	1077
835	98	1077
836	98	1077
837	98	1076
838	98	1077
839	98	1077
840	98	1077
841	99	1077
842	99	1077
843	99	1077
844	99	1077
845	99	1076
846	99	1076
847	99	1076
848	99	1076
849	100	1076
850	100	1077
851	100	1077
852	100	1077
853	100	1077
854	100	1077
855	100	1077
856	100	1076
857	101	1077
858	101	1077
859	101	1077
860	101	1077
861	101	1077
862	101	1077
863	101	1077
864	102	1077
865	102	1077
866	102	1077
867	102	1077
868	102	1077
869	102	1077
870	102	1077
871	102	1077
872	103	1077
873	103	1077
874	103	1077
875	103	1077
876	103	1077
877	103	1077
878	103	1077
879	103	1077
880	104	1077
881	104	1078
882	104	1078
883	104	1078
884	104	1078
885	104	1078
886	104	1078
887	105	1078
888	105	1078
889	105	1078
890	105	1078
891	105	1078
892	105	1079
893	105	1079
894	106	1079
895	106	1079
896	106	1079
897	106	1079
898	106	1079
899	106	1079
900	106	1079
901	107	1079
902	107	1079
903	107	1079
904	107	1079
905	107	1078
906	107	1079
907	107	1079
908	107	1079
909	108	1079
910	108	1080
911	108	1080
912	108	1079
913	108	1079
914	108	1079
915	108	1079
916	108	1079
917	109	1078
918	109	1078
919	109	1078
920	109	1079
921	109	1079
922	109	1078
923	109	1078
924	109	1078
925	110	1078
926	110	1078
927	110	1078
928	110	1078
929	110	1078
930	110	1078
931	110	1078
932	110	1078
933	111	1078
934	111	1078
935	111	1078
936	111	1079
937	111	1079
938	111	1079
939	111	1079
940	112	1079
941	112	1079
942	112	1078
943	112	1078
944	112	1078
945	112	1078
946	112	1078
947	112	1078
948	113	1078
949	113	1078
950	113	1078
951	113	1077
952	113	1077
953	113	1077
954	113	1077
955	113	1077
956	114	1078
957	114	1078
958	114	1078
959	114	1081
960	114	1081
961	115	1081
962	115	1081
963	115	1081
964	115	1081
965	115	1082
966	115	1082
967	116	1083
968	116	1083
969	116	1083
970	116	1083
971	116	1084
972	116	1084
973	117	1084
974	118	1092
975	118	1092
976	118	1092
977	118	1092
978	118	1092
979	118	1093
980	118	1093
981	119	1093
982	119	1094
983	119	1093
984	119	1093
985	119	1093
986	119	1093
987	119	1094
988	120	1094
989	120	1094
990	120	1094
991	120	1094
992	120	1094
993	120	1094
994	120	1094
995	121	1094
996	121	1095
997	121	1095
998	121	1096
999	121	1096
1000	121	1096
1001	122	1096
1002	122	1096
1003	122	1095
1004	122	1095
1005	122	1095
1006	122	1095
1007	122	1096
1008	122	1095
1009	123	1095
1010	123	1095
1011	123	1096
1012	123	1095
1013	123	1095
1014	123	1096
1015	123	1096
1016	124	1096
1017	124	1095
1018	124	1095
1019	124	1095
1020	124	1095
1021	124	1095
1022	124	1095
1023	124	1095
1024	125	1096
1025	125	1097
1026	125	1096
1027	125	1096
1028	125	1096
1029	125	1096
1030	126	1096
1031	126	1095
1032	126	1095
1033	126	1095
1034	126	1095
1035	126	1095
1036	126	1095
1037	126	1095
1038	127	1095
1039	127	1095
1040	127	1095
1041	127	1095
1042	127	1094
1043	127	1094
1044	127	1094
1045	128	1101
1046	128	1101
1047	128	1101
1048	129	1101
1049	129	1101
1050	129	1100
1051	129	1100
1052	129	1100
1053	129	1100
1054	129	1100
1055	130	1101
1056	130	1101
1057	130	1101
1058	130	1101
1059	130	1100
1060	130	1100
1061	130	1101
1062	131	1101
1063	131	1101
1064	131	1101
1065	131	1101
1066	131	1101
1067	131	1101
1068	131	1101
1069	131	1101
1070	132	1101
1071	132	1101
1072	132	1102
1073	132	1102
1074	132	1102
1075	132	1102
1076	133	1103
1077	133	1103
1078	133	1103
1079	133	1103
1080	133	1103
1081	133	1104
1082	134	1104
1083	134	1104
1084	134	1103
1085	134	1104
1086	134	1104
1087	134	1104
1088	134	1104
1089	135	1104
1090	135	1104
1091	135	1103
1092	135	1104
1093	135	1103
1094	135	1104
1095	135	1104
1096	136	1104
1097	136	1103
1098	136	1103
1099	136	1103
1100	136	1103
1101	136	1103
1102	136	1103
1103	136	1103
1104	137	1103
1105	137	1103
1106	137	1103
1107	137	1103
1108	137	1103
1109	137	1103
1110	137	1103
1111	138	1103
1112	138	1103
1113	138	1103
1114	138	1103
1115	138	1103
1116	138	1103
1117	138	1103
1118	139	1103
1119	139	1103
1120	139	1103
1121	139	1103
1122	139	1103
1123	139	1103
1124	139	1102
1125	139	1102
1126	140	1102
1127	140	1102
1128	140	1102
1129	140	1102
1130	140	1102
1131	140	1102
1132	140	1102
1133	141	1102
1134	141	1102
1135	141	1102
1136	141	1102
1137	141	1102
1138	141	1102
1139	141	1102
1140	141	1102
1141	142	1102
1142	142	1102
1143	142	1102
1144	142	1102
1145	142	1102
1146	142	1101
1147	142	1101
1148	142	1101
1149	143	1101
1150	143	1100
1151	143	1100
1152	143	1100
1153	143	1100
1154	143	1100
1155	143	1100
1156	143	1100
1157	144	1100
1158	144	1100
1159	144	1100
1160	144	1100
1161	144	1100
1162	144	1100
1163	144	1100
1164	145	1100
1165	145	1099
1166	145	1099
1167	145	1099
1168	145	1099
1169	145	1099
1170	145	1100
1171	146	1099
1172	146	1099
1173	146	1099
1174	146	1099
1175	146	1099
1176	146	1098
1177	146	1098
1178	146	1098
1179	146	1098
1180	147	1098
1181	147	1098
1182	147	1097
1183	147	1098
1184	147	1097
1185	147	1097
1186	147	1097
1187	147	1097
1188	147	1096
1189	148	1096
1190	148	1096
1191	148	1096
1192	148	1095
1193	148	1095
1194	148	1096
1195	148	1095
1196	148	1095
1197	149	1095
1198	149	1095
1199	149	1094
1200	149	1095
1201	149	1095
1202	149	1095
1203	149	1095
1204	150	1095
1205	150	1095
1206	150	1094
1207	150	1094
1208	150	1094
1209	150	1094
1210	150	1093
1211	150	1093
1212	150	1093
1213	151	1093
1214	151	1092
1215	151	1092
1216	151	1091
1217	151	1091
1218	151	1091
1219	151	1091
1220	151	1090
1221	151	1090
1222	151	1090
1223	152	1090
1224	152	1090
1225	152	1090
1226	152	1090
1227	152	1090
1228	152	1090
1229	152	1089
1230	152	1089
1231	153	1089
1232	153	1089
1233	153	1089
1234	153	1089
1235	153	1088
1236	153	1088
1237	153	1088
1238	153	1088
1239	154	1088
1240	154	1088
1241	154	1087
1242	154	1087
1243	154	1087
1244	154	1087
1245	154	1086
1246	154	1086
1247	154	1086
1248	155	1086
1249	155	1086
1250	155	1086
1251	155	1085
1252	155	1085
1253	155	1085
1254	155	1085
1255	155	1085
1256	155	1085
1257	156	1084
1258	156	1084
1259	156	1084
1260	156	1084
1261	156	1083
1262	156	1083
1263	156	1083
1264	156	1083
1265	157	1083
1266	157	1083
1267	157	1082
1268	157	1082
1269	157	1082
1270	157	1081
1271	157	1081
1272	157	1080
1273	157	1080
1274	157	1080
1275	157	1080
1276	158	1079
1277	158	1079
1278	158	1079
1279	158	1078
1280	158	1078
1281	158	1078
1282	158	1078
1283	158	1078
1284	158	1077
1285	159	1077
1286	159	1077
1287	159	1077
1288	159	1076
1289	159	1076
1290	159	1076
1291	159	1076
1292	159	1075
1293	159	1075
1294	160	1075
1295	160	1075
1296	160	1075
1297	160	1074
1298	160	1074
1299	160	1074
1300	160	1073
1301	160	1073
1302	160	1073
1303	160	1072
1304	161	1072
1305	161	1072
1306	161	1072
1307	161	1071
1308	161	1071
1309	161	1071
1310	161	1071
1311	161	1071
1312	161	1071
1313	162	1070
1314	162	1070
1315	162	1070
1316	162	1070
1317	162	1070
1318	162	1069
1319	162	1069
1320	162	1069
1321	162	1068
1322	162	1068
1323	162	1068
1324	163	1067
1325	163	1067
1326	163	1067
1327	163	1066
1328	163	1066
1329	163	1066
1330	163	1066
1331	163	1065
1332	163	1065
1333	164	1065
1334	164	1065
1335	164	1065
1336	164	1065
1337	164	1064
1338	164	1064
1339	164	1064
1340	164	1064
1341	164	1063
1342	164	1063
1343	165	1063
1344	165	1063
1345	165	1062
1346	165	1062
1347	165	1061
1348	165	1061
1349	165	1061
1350	165	1060
1351	165	1060
1352	165	1060
1353	165	1059
1354	166	1059
1355	166	1059
1356	166	1058
1357	166	1058
1358	166	1057
1359	166	1057
1360	166	1057
1361	166	1056
1362	166	1056
1363	166	1056
1364	166	1055
1365	166	1055
1366	167	1055
1367	167	1054
1368	167	1054
1369	167	1053
1370	167	1053
1371	167	1053
1372	167	1053
1373	167	1053
1374	167	1052
1375	167	1052
1376	168	1052
1377	168	1051
1378	168	1051
1379	168	1050
1380	168	1050
1381	168	1050
1382	168	1049
1383	168	1049
1384	168	1049
1385	168	1048
1386	168	1048
1387	168	1047
1388	168	1047
1389	169	1047
1390	169	1046
1391	169	1046
1392	169	1045
1393	169	1045
1394	169	1045
1395	169	1044
1396	169	1044
1397	169	1044
1398	169	1043
1399	169	1043
1400	169	1043
1401	170	1042
1402	170	1042
1403	170	1042
1404	170	1042
1405	170	1041
1406	170	1041
1407	170	1040
1408	170	1040
1409	170	1040
1410	170	1039
1411	170	1039
1412	171	1040
1413	171	1039
1414	171	1039
1415	171	1039
1416	171	1038
1417	171	1038
1418	171	1038
1419	171	1037
1420	171	1037
1421	171	1037
1422	172	1036
1423	172	1036
1424	172	1036
1425	172	1035
1426	172	1035
1427	172	1035
1428	172	1035
1429	172	1035
1430	172	1035
1431	173	1035
1432	173	1035
1433	173	1034
1434	173	1034
1435	173	1034
1436	173	1034
1437	173	1034
1438	173	1034
1439	173	1033
1440	173	1033
1441	174	1033
1442	174	1033
1443	174	1033
1444	174	1032
1445	174	1032
1446	174	1032
1447	174	1032
1448	174	1031
1449	174	1031
1450	175	1031
1451	175	1030
1452	175	1030
1453	175	1029
1454	175	1029
1455	175	1029
1456	175	1028
1457	175	1028
1458	175	1028
1459	175	1028
1460	175	1028
1461	175	1027
1462	176	1027
1463	176	1027
1464	176	1027
1465	176	1026
1466	176	1027
1467	176	1027
1468	176	1027
1469	176	1026
1470	177	1026
1471	177	1026
1472	177	1025
1473	177	1025
1474	177	1025
1475	177	1024
1476	177	1024
1477	177	1024
1478	177	1024
1479	177	1023
1480	177	1023
1481	177	1022
1482	178	1022
1483	178	1022
1484	178	1022
1485	178	1022
1486	178	1021
1487	178	1021
1488	178	1021
1489	178	1020
1490	178	1020
1491	178	1020
1492	178	1019
1493	179	1019
1494	179	1019
1495	179	1018
1496	179	1018
1497	179	1018
1498	179	1017
1499	179	1017
1500	179	1017
1501	179	1016
1502	179	1016
1503	179	1016
1504	179	1015
1505	180	1015
1506	180	1015
1507	180	1015
1508	180	1015
1509	180	1014
1510	180	1014
1511	180	1013
1512	180	1013
1513	180	1013
1514	180	1013
1515	181	1013
1516	181	1013
1517	181	1012
1518	181	1012
1519	181	1012
1520	181	1012
1521	181	1011
1522	181	1011
1523	181	1011
1524	181	1010
1525	181	1010
1526	182	1010
1527	182	1010
1528	182	1010
1529	182	1010
1530	182	1010
1531	182	1010
1532	182	1010
1533	183	1010
1534	183	1009
1535	183	1009
1536	183	1009
1537	183	1008
1538	183	1008
1539	183	1008
1540	183	1007
1541	183	1007
1542	183	1007
1543	183	1007
1544	183	1006
1545	184	1006
1546	184	1006
1547	184	1006
1548	184	1006
1549	184	1005
1550	184	1005
1551	184	1005
1552	184	1005
1553	184	1004
1554	185	1004
1555	185	1004
1556	185	1004
1557	185	1004
1558	185	1003
1559	185	1003
1560	185	1003
1561	185	1003
1562	185	1002
1563	185	1002
1564	185	1002
1565	186	1002
1566	186	1002
1567	186	1001
1568	186	1001
1569	186	1001
1570	186	1000
1571	186	1000
1572	186	1000
1573	186	1000
1574	186	999
1575	187	999
1576	187	999
1577	187	999
1578	187	999
1579	187	999
1580	187	998
1581	187	998
1582	187	998
1583	187	998
1584	187	997
1585	188	997
1586	188	997
1587	188	997
1588	188	996
1589	188	996
1590	188	996
1591	188	995
1592	188	995
1593	188	995
1594	188	995
1595	188	994
1596	189	994
1597	189	994
1598	189	994
1599	189	993
1600	189	993
1601	189	993
1602	189	992
1603	189	992
1604	189	992
1605	189	992
1606	189	991
1607	190	991
1608	190	991
1609	190	991
1610	190	991
1611	190	990
1612	190	990
1613	190	990
1614	190	990
1615	190	990
1616	190	989
1617	191	989
1618	191	989
1619	191	989
1620	191	989
1621	191	989
1622	191	988
1623	191	988
1624	191	988
1625	191	988
1626	191	987
1627	192	987
1628	192	987
1629	192	987
1630	192	987
1631	192	986
1632	192	986
1633	192	986
1634	192	986
1635	192	985
1636	192	985
1637	193	985
1638	193	985
1639	193	985
1640	193	984
1641	193	984
1642	193	984
1643	193	984
1644	193	983
1645	193	983
1646	193	983
1647	194	983
1648	194	983
1649	194	982
1650	194	982
1651	194	982
1652	194	981
1653	194	981
1654	194	981
1655	194	981
1656	194	981
1657	194	980
1658	195	980
1659	195	980
1660	195	980
1661	195	979
1662	195	979
1663	195	979
1664	195	979
1665	195	978
1666	195	978
1667	195	978
1668	196	978
1669	196	978
1670	196	977
1671	196	977
1672	196	977
1673	196	977
1674	196	976
1675	196	976
1676	196	976
1677	196	976
1678	196	976
1679	197	975
1680	197	975
1681	197	975
1682	197	975
1683	197	975
1684	197	974
1685	197	975
1686	197	974
1687	197	974
1688	197	974
1689	198	973
1690	198	973
1691	198	973
1692	198	973
1693	198	973
1694	198	973
1695	198	973
1696	198	973
1697	199	973
1698	199	973
1699	199	972
1700	199	972
1701	199	972
1702	199	972
1703	199	972
1704	199	972
1705	199	972
1706	200	972
1707	200	971
1708	200	971
1709	200	971
1710	200	971
1711	200	970
1712	200	970
1713	200	970
1714	200	970
1715	200	969
1716	201	969
1717	201	969
1718	201	969
1719	201	968
1720	201	968
1721	201	968
1722	201	968
1723	201	967
1724	201	967
1725	201	967
1726	201	966
1727	201	966
1728	201	966
1729	202	966
1730	202	965
1731	202	965
1732	202	965
1733	202	965
1734	202	964
1735	202	964
1736	202	964
1737	202	964
1738	202	963
1739	203	963
1740	203	963
1741	203	963
1742	203	962
1743	203	962
1744	203	962
1745	203	962
1746	203	961
1747	203	961
1748	203	961
1749	203	961
1750	204	961
1751	204	961
1752	204	960
1753	204	960
1754	204	960
1755	204	960
1756	204	960
1757	204	959
1758	204	959
1759	205	959
1760	205	959
1761	205	959
1762	205	959
1763	205	958
1764	205	958
1765	205	958
1766	205	958
1767	205	958
1768	205	957
1769	205	957
1770	206	957
1771	206	957
1772	206	956
1773	206	956
1774	206	956
1775	206	956
1776	206	956
1777	206	956
1778	206	956
1779	207	956
1780	207	955
1781	207	955
1782	207	955
1783	207	955
1784	207	955
1785	207	954
1786	207	954
1787	207	954
1788	207	954
1789	207	953
1790	208	953
1791	208	953
1792	208	953
1793	208	953
1794	208	953
1795	208	952
1796	208	952
1797	208	952
1798	208	952
1799	208	951
1800	209	951
1801	209	951
1802	209	951
1803	209	951
1804	209	950
1805	209	950
1806	209	950
1807	209	950
1808	209	950
1809	209	949
1810	210	949
1811	210	949
1812	210	949
1813	210	949
1814	210	948
1815	210	948
1816	210	948
1817	210	948
1818	210	948
1819	210	947
1820	210	947
1821	211	947
1822	211	947
1823	211	947
1824	211	947
1825	211	946
1826	211	946
1827	211	946
1828	211	946
1829	211	946
1830	212	946
1831	212	945
1832	212	945
1833	212	945
1834	212	945
1835	212	945
1836	212	945
1837	212	944
1838	212	944
1839	212	944
1840	213	944
1841	213	944
1842	213	944
1843	213	943
1844	213	943
1845	213	943
1846	213	943
1847	213	942
1848	213	942
1849	213	942
1850	214	942
1851	214	941
1852	214	941
1853	214	941
1854	214	941
1855	214	941
1856	214	940
1857	214	940
1858	214	940
1859	214	939
1860	214	939
1861	215	939
1862	215	939
1863	215	939
1864	215	939
1865	215	941
1866	216	940
1867	216	940
1868	216	940
1869	216	940
1870	216	940
1871	216	939
1872	216	939
1873	216	939
1874	216	939
1875	216	938
1876	216	938
1877	217	938
1878	217	938
1879	217	937
1880	217	937
1881	217	937
1882	217	937
1883	217	937
1884	217	936
1885	217	936
1886	217	936
1887	217	936
1888	217	935
1889	218	935
1890	218	935
1891	218	935
1892	218	935
1893	218	934
1894	218	934
1895	218	934
1896	218	934
1897	218	933
1898	218	933
1899	218	933
1900	219	933
1901	219	933
1902	219	932
1903	219	932
1904	219	932
1905	219	932
1906	219	932
1907	219	931
1908	219	931
1909	219	931
1910	220	931
1911	220	931
1912	220	930
1913	220	930
