iter	RMSE
423	6.022971786
424	6.019766244
425	6.016686864
426	6.013419033
427	6.009590505
428	6.006411129
429	6.003287364
430	6.000100017
431	5.997118141
432	5.993891139
433	5.9907325
434	5.987442766
435	5.984408669
436	5.981244301
437	5.978630382
438	5.975568889
439	5.972507119
440	5.969094545
441	5.966582796
442	5.964063526
443	5.961552707
444	5.958995801
445	5.955978518
446	5.953078363
447	5.950122549
448	5.947180801
449	5.944743948
450	5.941012483
451	5.937880967
452	5.935135932
453	5.932289807
454	5.929811861
455	5.926722754
456	5.924423995
457	5.921369133
458	5.917959406
459	5.915036146
460	5.912700395
461	5.909842145
462	5.906780079
463	5.903730996
464	5.901104155
465	5.898079117
466	5.895026928
467	5.892066687
468	5.889022827
469	5.885230191
470	5.88206051
471	5.878930959
472	5.875886862
473	5.873165446
474	5.869782771
475	5.867157376
476	5.864145681
477	5.860380975
478	5.857927334
479	5.854846827
480	5.851816276
481	5.849775485
482	5.846870626
483	5.844440873
484	5.841501528
485	5.839772659
486	5.836526489
487	5.833646535
488	5.83128271
489	5.828922429
490	5.826502072
491	5.823796277
492	5.820649868
493	5.817920801
494	5.814367372
495	5.811242644
496	5.808192262
497	5.805104622
498	5.802518369
499	5.798980825
500	5.796063457
501	5.793056592
502	5.790879723
503	5.787898448
504	5.785578199
505	5.782839586
506	5.780487439
507	5.77751685
508	5.77458495
509	5.771791695
510	5.769499847
511	5.767214336
512	5.764716071
513	5.76192877
514	5.759539967
515	5.758014156
516	5.755479306
517	5.752622458
518	5.749538668
519	5.747583852
520	5.744506358
521	5.741755879
522	5.738957647
523	5.735654543
524	5.732832114
525	5.729391737
526	5.727165244
527	5.724908752
528	5.723804959
529	5.721145106
530	5.717720643
531	5.714178042
532	5.711924889
533	5.708516824
534	5.70641609
535	5.703239617
536	5.699894276
537	5.697014692
538	5.694803271
539	5.692620126
540	5.689816429
541	5.687041111
542	5.685569109
543	5.682774005
544	5.680013232
545	5.67750316
546	5.674387791
547	5.671519657
548	5.668873312
549	5.666176569
550	5.663825508
551	5.660799053
552	5.658342115
553	5.65617244
554	5.653402506
555	5.650723239
556	5.647788543
557	5.645058475
558	5.642406569
559	5.639413311
560	5.637221363
561	5.634953799
562	5.631858562
563	5.629156419
564	5.626699571
565	5.623909147
566	5.620667305
567	5.617953158
568	5.615547449
569	5.612864659
570	5.610390221
571	5.607856589
572	5.605430481
573	5.602849372
574	5.599986583
575	5.597761421
576	5.59506249
577	5.592550699
578	5.589812921
579	5.587549931
580	5.584692788
581	5.582834137
582	5.579301617
583	5.576062468
584	5.573315235
585	5.571114696
586	5.568996103
587	5.566385156
588	5.563919129
589	5.561144202
590	5.558280823
591	5.556123472
592	5.553358745
593	5.550759369
594	5.549087836
595	5.54799244
596	5.545812413
597	5.543033106
598	5.539723128
599	5.537584062
600	5.534767193
601	5.532103978
602	5.529238602
603	5.526507931
604	5.524175629
605	5.521259212
606	5.518424285
607	5.515150153
608	5.512761693
609	5.510618411
610	5.508214402
611	5.505643303
612	5.503076288
613	5.499927262
614	5.496805438
615	5.494281056
616	5.491791803
617	5.48918798
618	5.487292959
619	5.484662898
620	5.482022544
621	5.480166747
622	5.478463838
623	5.475933809
624	5.473903312
625	5.47164057
626	5.470053656
627	5.467401918
628	5.465384991
629	5.463687255
630	5.461564121
631	5.458996397
632	5.455930583
633	5.453546926
634	5.450317277
635	5.44829472
636	5.445852623
637	5.44280084
638	5.440606608
639	5.43817978
640	5.435983232
641	5.433514823
642	5.431510519
643	5.430092508
644	5.427502361
645	5.425568712
646	5.42290925
647	5.420466929
648	5.417936304
649	5.415402783
650	5.413059901
651	5.410419619
652	5.407838355
653	5.404473633
654	5.402272154
655	5.399438001
656	5.397011644
657	5.395399868
658	5.393031948
659	5.390302762
660	5.388726262
661	5.386545575
662	5.384323399
663	5.381793151
664	5.37934064
665	5.37737864
666	5.374412026
667	5.372053716
668	5.370116987
669	5.368005609
670	5.364541413
671	5.36197435
672	5.359630491
673	5.357528591
674	5.355364166
675	5.353406584
676	5.351067452
677	5.348351996
678	5.346236432
679	5.344356278
680	5.34202904
681	5.339658751
682	5.337562942
683	5.334620571
684	5.332042859
685	5.329665923
686	5.327519141
687	5.324894137
688	5.322539693
689	5.319999361
690	5.317768172
691	5.315266223
692	5.312715356
693	5.310220124
694	5.307674933
695	5.305355873
696	5.302487161
697	5.301023819
698	5.299672751
699	5.296980166
700	5.295148314
701	5.292916707
702	5.290674039
703	5.28833502
704	5.286792614
705	5.284905698
706	5.282674683
707	5.279966698
708	5.277541393
709	5.275575904
710	5.274088468
711	5.271565329
712	5.269051422
713	5.267007374
714	5.264752882
715	5.262427167
716	5.260094444
717	5.258531954
718	5.257601708
719	5.25633769
720	5.254538217
721	5.252306407
722	5.250293824
723	5.247941419
724	5.245444915
725	5.243092324
726	5.241159471
727	5.239074385
728	5.236852664
729	5.234422512
730	5.232212693
731	5.22981808
732	5.227331475
733	5.225434002
734	5.223196112
735	5.221275547
736	5.21892899
737	5.216577949
738	5.214163264
739	5.213049686
740	5.21100369
741	5.208685805
742	5.207137798
743	5.20494368
744	5.202965052
745	5.200229328
746	5.197966433
747	5.195758016
748	5.193821632
749	5.191794301
750	5.189555668
751	5.187392241
752	5.184592803
753	5.181979081
754	5.179372631
755	5.177214081
756	5.174514184
757	5.172418793
758	5.169884973
759	5.168103482
760	5.165917359
761	5.163776242
762	5.160968423
763	5.158767172
764	5.157055824
765	5.154973423
766	5.153261737
767	5.150692315
768	5.148766158
769	5.146590901
770	5.144880431
771	5.142732639
772	5.139511632
773	5.137266454
774	5.135041818
775	5.133068792
776	5.13097417
777	5.128881432
778	5.126886923
779	5.124920591
780	5.122809208
781	5.120058343
782	5.11822884
783	5.116016747
784	5.113943704
785	5.111581255
786	5.109900127
787	5.107801309
788	5.105535162
789	5.103500581
790	5.101681359
791	5.099410065
792	5.097205002
793	5.094629178
794	5.092575779
795	5.09095235
796	5.088903087
797	5.086822511
798	5.084675111
799	5.082674633
800	5.080394663
801	5.077941606
802	5.076464622
803	5.073965846
804	5.071963102
805	5.070822554
806	5.068648715
807	5.066571601
808	5.06476888
809	5.06289841
810	5.060814849
811	5.058774961
812	5.056760432
813	5.055607699
814	5.053528292
815	5.05173178
816	5.049871686
817	5.047696366
818	5.045633277
819	5.043393937
820	5.041594949
821	5.039242815
822	5.037624568
823	5.035764587
824	5.033260415
825	5.031497128
826	5.02931343
827	5.027385894
828	5.025366748
829	5.023213055
830	5.021152411
831	5.019310788
832	5.01693278
833	5.015045024
834	5.012983547
835	5.011382752
836	5.008952134
837	5.007225002
838	5.005791757
839	5.003895221
840	5.002507174
841	5.000835112
842	4.999169344
843	4.998077969
844	4.996172261
845	4.994179992
846	4.992425751
847	4.990866979
848	4.989878965
849	4.987916865
850	4.984970392
851	4.982895462
852	4.981169876
853	4.980047153
854	4.978338997
855	4.975904242
856	4.973986194
857	4.971980142
858	4.970267503
859	4.96815498
860	4.966171301
861	4.964965172
862	4.963046894
863	4.961110168
864	4.959113342
865	4.957051718
866	4.954992531
867	4.952709264
868	4.951373964
869	4.950060146
870	4.948072388
871	4.946156958
872	4.944510562
873	4.942457336
874	4.940410751
875	4.938470798
876	4.936722578
877	4.934902812
878	4.933339197
879	4.931300358
880	4.929747895
881	4.928456494
882	4.926941809
883	4.924962252
884	4.923425427
885	4.921523595
886	4.91947828
887	4.917526112
888	4.916005958
889	4.914500039
890	4.913530912
891	4.911617053
892	4.910251378
893	4.908691412
894	4.906523175
895	4.904443059
896	4.902459221
897	4.900987467
898	4.899117846
899	4.896939903
900	4.895038347
901	4.893111493
902	4.890658344
903	4.888370618
904	4.885965323
905	4.884153825
906	4.882529858
907	4.879695293
908	4.87786607
909	4.876381867
910	4.874853029
911	4.872668837
912	4.871176343
913	4.86962615
914	4.867347026
915	4.865868284
916	4.864532668
917	4.862759592
918	4.860261292
919	4.858640007
920	4.856773456
921	4.854668359
922	4.853221395
923	4.850989155
924	4.849019263
925	4.847098991
926	4.84538685
927	4.84434798
928	4.842490139
929	4.840499192
930	4.838606488
931	4.836617856
932	4.835223106
933	4.833414964
934	4.831623848
935	4.829382126
936	4.828183305
937	4.82737019
938	4.825636405
939	4.8236842
940	4.821703039
941	4.819790493
942	4.817988766
943	4.816025443
944	4.814170051
945	4.812670117
946	4.811358395
947	4.80961096
948	4.807630711
949	4.805247941
950	4.803353687
951	4.801433125
952	4.799820851
953	4.797917532
954	4.796127427
955	4.79502103
956	4.793449015
957	4.792042041
958	4.790557314
959	4.788665088
960	4.787465689
961	4.784743174
962	4.782645578
963	4.780775568
964	4.779314106
965	4.777183962
966	4.775473055
967	4.773297283
968	4.771575234
969	4.769976832
970	4.768634411
971	4.766935359
972	4.76504298
973	4.764499808
974	4.761698348
975	4.7604467
976	4.758345276
977	4.756796913
978	4.755298367
979	4.753394756
980	4.752018149
981	4.750235877
982	4.748151275
983	4.746463046
984	4.745146826
985	4.744138755
986	4.741342321
987	4.739981496
988	4.737916533
989	4.736459481
990	4.73539253
991	4.734037465
992	4.73277353
993	4.731416872
994	4.729587193
995	4.727903382
996	4.726049597
997	4.724257864
998	4.722528526
999	4.720832775
1000	4.719179928
1001	4.717460905
1002	4.716047286
1003	4.713940013
1004	4.712296508
1005	4.710479533
1006	4.708674077
1007	4.707102658
1008	4.705311887
1009	4.703982823
1010	4.702360872
1011	4.700304081
1012	4.698362015
1013	4.69641869
1014	4.694375839
1015	4.692753003
1016	4.690878285
1017	4.689107992
1018	4.688373884
1019	4.686845467
1020	4.685239969
1021	4.683837328
1022	4.682519547
1023	4.680726264
1024	4.678951378
1025	4.677230515
1026	4.675799168
1027	4.674273188
1028	4.672820915
1029	4.670930182
1030	4.66926566
1031	4.668088042
1032	4.666676281
1033	4.664711926
1034	4.663406452
1035	4.662335556
1036	4.661050573
1037	4.659795723
1038	4.659265249
1039	4.657905033
1040	4.656615734
1041	4.654669024
1042	4.652908292
1043	4.651220137
1044	4.649832829
1045	4.648427215
1046	4.64680306
1047	4.645628592
1048	4.643606816
1049	4.642903383
1050	4.641487695
1051	4.640113097
1052	4.638848481
1053	4.637377078
1054	4.635831971
1055	4.634504236
1056	4.633233434
1057	4.63100182
1058	4.629602044
1059	4.628260065
1060	4.626993889
1061	4.625655583
1062	4.62419425
1063	4.622655003
1064	4.621716084
1065	4.620368444
1066	4.618683312
1067	4.617052041
1068	4.614836664
1069	4.613860598
1070	4.61244555
1071	4.611701019
1072	4.60989729
1073	4.608679649
1074	4.607524935
1075	4.606083798
1076	4.604787955
1077	4.60341751
1078	4.601816658
1079	4.600022216
1080	4.598503123
1081	4.59666694
1082	4.595704378
1083	4.594587773
1084	4.592921066
1085	4.59141194
1086	4.590211124
1087	4.588537419
1088	4.587007935
1089	4.585852854
1090	4.584628481
1091	4.583340386
1092	4.582309311
1093	4.580612961
1094	4.579295219
1095	4.577565841
1096	4.576807866
1097	4.575085602
1098	4.573958962
1099	4.571350936
1100	4.569621486
1101	4.568082974
1102	4.566829703
1103	4.565344873
1104	4.56376345
1105	4.562111151
1106	4.560407472
1107	4.559003495
1108	4.557335045
1109	4.55587726
1110	4.55399935
1111	4.552199123
1112	4.550848216
1113	4.549726993
1114	4.548126911
1115	4.547073822
1116	4.54634561
1117	4.544828027
1118	4.543481731
1119	4.54181923
1120	4.540019723
1121	4.538328278
1122	4.537193342
1123	4.535797429
1124	4.534576494
1125	4.533598125
1126	4.531881847
1127	4.530814005
1128	4.530135903
1129	4.528499283
1130	4.527053501
1131	4.52597145
1132	4.525109059
1133	4.523516076
1134	4.52188396
1135	4.520424911
1136	4.519651555
1137	4.518071656
1138	4.517221637
1139	4.515836346
1140	4.514357175
1141	4.513391526
1142	4.511870973
1143	4.51058123
1144	4.509156887
1145	4.506636935
1146	4.504959112
1147	4.503198975
1148	4.50192794
1149	4.500335388
1150	4.499260282
1151	4.498600788
1152	4.497312961
1153	4.496137868
1154	4.494614051
1155	4.493547628
1156	4.492127136
1157	4.490977219
1158	4.490290368
1159	4.488910475
1160	4.487773694
1161	4.486366035
1162	4.484530827
1163	4.483012309
1164	4.481614881
1165	4.480368084
1166	4.478848377
1167	4.477521563
1168	4.476193897
1169	4.475050898
1170	4.47313167
1171	4.471666001
1172	4.470271181
1173	4.469279694
1174	4.467564839
1175	4.465840594
1176	4.464476123
1177	4.463240176
1178	4.462110883
1179	4.460819305
1180	4.459904845
1181	4.458907855
1182	4.457991412
1183	4.457141851
1184	4.456014168
1185	4.454362504
1186	4.453288103
1187	4.452246135
1188	4.45124154
1189	4.450267341
1190	4.449093872
1191	4.447685002
1192	4.446016878
1193	4.444721782
1194	4.443773212
1195	4.442679451
1196	4.441566413
1197	4.440057746
1198	4.439275792
1199	4.437574498
1200	4.436425703
1201	4.435266621
1202	4.433966598
1203	4.432425518
1204	4.431241531
1205	4.429633366
1206	4.428412584
1207	4.427436307
1208	4.426287329
1209	4.424935799
1210	4.423593579
1211	4.422172449
1212	4.420862859
1213	4.419660368
1214	4.418321659
1215	4.41701638
1216	4.415504911
1217	4.414165181
1218	4.412962359
1219	4.411524764
1220	4.410044891
1221	4.408684792
1222	4.407395431
1223	4.40568365
1224	4.404654865
1225	4.403287751
1226	4.402494699
1227	4.400905341
1228	4.399825837
1229	4.398929572
1230	4.397787676
1231	4.396321143
1232	4.394650262
1233	4.393320726
1234	4.391802602
1235	4.390327368
1236	4.389219698
1237	4.388151108
1238	4.38719381
1239	4.38559458
1240	4.384549764
1241	4.382260899
1242	4.380920813
1243	4.3802887
1244	4.379239702
1245	4.37794579
1246	4.376673509
1247	4.375969353
1248	4.374617367
1249	4.373669713
1250	4.372571912
1251	4.370203828
1252	4.369398925
1253	4.368447323
1254	4.367201794
1255	4.365725318
1256	4.36468094
1257	4.363338056
1258	4.36215071
1259	4.361175148
1260	4.359775228
1261	4.358402729
1262	4.356978402
1263	4.35618832
1264	4.355046538
1265	4.354011941
1266	4.351917653
1267	4.351349536
1268	4.350340893
1269	4.348754475
1270	4.348128116
1271	4.346932946
1272	4.345857853
1273	4.344551373
1274	4.343252584
1275	4.341827744
1276	4.340604209
1277	4.339060192
1278	4.338117377
1279	4.336411394
1280	4.335126776
1281	4.334262605
1282	4.333312291
1283	4.332284512
1284	4.331037981
1285	4.329768407
1286	4.32872303
1287	4.327635592
1288	4.326240295
1289	4.325284623
1290	4.323752247
1291	4.322458567
1292	4.321434075
1293	4.320677762
1294	4.319680067
1295	4.318233101
1296	4.317001695
1297	4.31563548
1298	4.314034554
1299	4.313041921
1300	4.312037965
1301	4.311158091
1302	4.309842404
1303	4.308958293
1304	4.307726325
1305	4.306353994
1306	4.305292148
1307	4.303881682
1308	4.302109072
1309	4.300796282
1310	4.299939047
1311	4.299262966
1312	4.298238124
1313	4.296945957
1314	4.295532242
1315	4.294076136
1316	4.29304803
1317	4.291953741
1318	4.290699411
1319	4.288517547
1320	4.287657646
1321	4.28655229
1322	4.285705051
1323	4.28448773
1324	4.282315056
1325	4.281401805
1326	4.280357359
1327	4.27900647
1328	4.277749498
1329	4.276467848
1330	4.275414928
1331	4.27428552
1332	4.27297961
1333	4.272441093
1334	4.270967992
1335	4.269761903
1336	4.268576204
1337	4.26631579
1338	4.265236055
1339	4.264580269
1340	4.26338684
1341	4.262176944
1342	4.261035595
1343	4.260128245
1344	4.259173695
1345	4.257910551
1346	4.25723903
1347	4.255953095
1348	4.254695558
1349	4.253882825
1350	4.25305321
1351	4.251649602
1352	4.250697092
1353	4.250089003
1354	4.24895747
1355	4.248219094
1356	4.247029253
1357	4.246023311
1358	4.244679126
1359	4.243669638
1360	4.242234855
1361	4.241002749
1362	4.240229529
1363	4.239010961
1364	4.237579882
1365	4.235694334
1366	4.234713284
1367	4.233729759
1368	4.232427009
1369	4.231014651
1370	4.230112459
1371	4.228733255
1372	4.226523375
1373	4.225802764
1374	4.225225687
1375	4.223879414
1376	4.222884588
1377	4.220788572
1378	4.218696694
1379	4.217385195
1380	4.216314121
1381	4.215542678
1382	4.214908686
1383	4.21382389
1384	4.212665636
1385	4.211424536
1386	4.210152656
1387	4.209088306
1388	4.207964434
1389	4.206693973
1390	4.205953809
1391	4.204952624
1392	4.203717891
1393	4.202374611
1394	4.201463216
1395	4.200061863
1396	4.198948793
1397	4.198024106
1398	4.197291669
1399	4.196030204
1400	4.195121389
1401	4.193388373
1402	4.192311595
1403	4.191050031
1404	4.190246941
1405	4.189042621
1406	4.187700543
1407	4.186802714
1408	4.185555652
1409	4.18430803
1410	4.183429459
1411	4.182517292
1412	4.181343175
1413	4.180548266
1414	4.179311991
1415	4.178415169
1416	4.177284945
1417	4.176577667
1418	4.175483072
1419	4.174113937
1420	4.172747293
1421	4.171907306
1422	4.171138583
1423	4.169952475
1424	4.168616215
1425	4.167938937
1426	4.167208318
1427	4.166478486
1428	4.165370843
1429	4.164258711
1430	4.162992616
1431	4.161632704
1432	4.160754781
1433	4.159583652
1434	4.159150697
1435	4.158404215
1436	4.157679475
1437	4.156682037
1438	4.155522816
1439	4.154923756
1440	4.153690094
1441	4.152824366
1442	4.151841916
1443	4.150973255
1444	4.150207169
1445	4.14930227
1446	4.148206265
1447	4.147146602
1448	4.145373412
1449	4.144456792
1450	4.143716901
1451	4.142906993
1452	4.141710242
1453	4.140849878
1454	4.139972515
1455	4.139124493
1456	4.138001841
1457	4.136818813
1458	4.135770628
1459	4.134872392
1460	4.134036613
1461	4.132775657
1462	4.132160589
1463	4.131034179
1464	4.130122379
1465	4.129271301
1466	4.128247684
1467	4.127401473
1468	4.126361295
1469	4.126007727
1470	4.124668046
1471	4.12402522
1472	4.123129997
1473	4.122094019
1474	4.121079113
1475	4.119799235
1476	4.118562315
1477	4.11750242
1478	4.116397451
1479	4.115016261
1480	4.113987496
1481	4.11202118
1482	4.111126653
1483	4.109991748
1484	4.109206784
1485	4.108179922
1486	4.106852195
1487	4.106246272
1488	4.105625646
1489	4.105000314
1490	4.103550287
1491	4.102993368
1492	4.101043063
1493	4.099774056
1494	4.09929412
1495	4.098252853
1496	4.097236561
1497	4.096196595
1498	4.095002381
1499	4.094202606
1500	4.09314592
1501	4.091926109
1502	4.091240493
1503	4.09045696
1504	4.089332073
1505	4.088242648
1506	4.087663129
1507	4.086449492
1508	4.085396109
1509	4.084575366
1510	4.083977828
1511	4.083201343
1512	4.082207531
1513	4.081103538
1514	4.080401452
1515	4.079692026
1516	4.078759371
1517	4.077744864
1518	4.077272992
1519	4.07646443
1520	4.075404107
1521	4.074601591
1522	4.072601705
1523	4.071665435
1524	4.070519266
1525	4.069289906
1526	4.068335997
1527	4.067520199
1528	4.066680504
1529	4.066009447
1530	4.06545583
1531	4.064630711
1532	4.063591789
1533	4.062867237
1534	4.062117912
1535	4.06124881
1536	4.060105032
1537	4.059316692
1538	4.05782059
1539	4.056652336
1540	4.055745096
1541	4.054816779
1542	4.053647654
1543	4.052708337
1544	4.051478791
1545	4.050568888
1546	4.049504354
1547	4.048875326
1548	4.048091416
1549	4.04707239
1550	4.046259619
1551	4.045675267
1552	4.045095262
1553	4.044002582
1554	4.043039223
1555	4.04230499
1556	4.041277923
1557	4.040741455
1558	4.040096216
1559	4.039030449
1560	4.03707501
1561	4.035881058
1562	4.035182814
1563	4.034348969
1564	4.033278238
1565	4.032405242
1566	4.031510429
1567	4.030512321
1568	4.029674396
1569	4.028529953
1570	4.027700782
1571	4.026936353
1572	4.02594073
1573	4.024904866
1574	4.023647113
1575	4.022867436
1576	4.021927741
1577	4.020995896
1578	4.020161013
1579	4.019328243
1580	4.018657189
1581	4.018040054
1582	4.01712519
1583	4.016180972
1584	4.015099806
1585	4.014218253
1586	4.012540884
1587	4.011772035
1588	4.011069662
1589	4.010427551
1590	4.009899799
1591	4.00903119
1592	4.007686107
1593	4.006562147
1594	4.005415494
1595	4.004294494
1596	4.003306707
1597	4.00227365
1598	4.001529159
1599	4.000192832
1600	3.999737041
1601	3.997902454
1602	3.996904063
1603	3.996148918
1604	3.995053198
1605	3.994248768
1606	3.993729448
1607	3.993023642
1608	3.992213058
1609	3.991078674
1610	3.990545431
1611	3.989679158
1612	3.988791436
1613	3.987470365
1614	3.987034729
1615	3.985866477
1616	3.985364101
1617	3.984802453
1618	3.983486536
1619	3.982448758
1620	3.981631918
1621	3.98105643
1622	3.980113459
1623	3.979446994
1624	3.978365212
1625	3.976463962
1626	3.975490392
1627	3.974668666
1628	3.973847159
1629	3.972047395
1630	3.971468819
1631	3.970449282
1632	3.969726104
1633	3.968838656
1634	3.967949681
1635	3.967015282
1636	3.965981651
1637	3.965110695
1638	3.964092185
1639	3.963214391
1640	3.962589901
1641	3.961715634
1642	3.960871465
1643	3.959937876
1644	3.959550245
1645	3.958870639
1646	3.958213048
1647	3.957738024
1648	3.956947709
1649	3.956180928
1650	3.95526548
1651	3.954506551
1652	3.9538974
1653	3.953105027
1654	3.952045555
1655	3.951340014
1656	3.950470387
1657	3.949700311
1658	3.948652441
1659	3.947706411
1660	3.946860121
1661	3.946260775
1662	3.945276335
1663	3.943511974
